SKU,DESCRIPTION,VEHICLE,MODEL,LOCATION,QUANTITY,COST,PRICE,WHOLEPRICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53521-SPO-004-K,RACK END,HON LEGEND 91-95,HON LEGEND 91-95,"1F3, 1F4",6.000,1.00,1458.00,1458.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-S0X-A02,STEERING BOOT,HON ODYSSEY 99-02 PASSPORT 98-0,HON ODYSSEY 99-02 PASSPORT 98-0,"1AD5-6, 1A",0.000,1.00,361.20,361.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SA5-950,STEERING BOOT,HON CIVIC 85-91 ACCORD 85-89 W/,HON CIVIC 85-91 ACCORD 85-89 W/,"1AD5-6, 1A",27.000,1.00,365.50,365.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SD4-AO1-G,STEERING BOOT,HON ACCORD 2003-2005,HON ACCORD 2003-2005,"1AD5-6, 1A",0.000,1.00,585.00,585.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SDA-A01-K,STEERING BOOT,HON ACC 03-11 INC TOURING,,,0.000,0.00,616.79,616.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SJC-A01-G,STEERING BOOT,HON RIDGELINE 2005-,HON RIDGELINE 2005-,"1AD5-6, 1A",0.000,1.00,735.30,735.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SO4-900,STEERING BOOT,HON CIVIC 92- ACCORD ODYSSEY ST,INTEGRA 93- HON CIVIC 92- ACCORD ODYSSEY ST,"1AD5-6, 1A",4.000,1.00,357.84,357.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SR3-N62-K,STEERING BOOT,HON CIVIC 91- EG3-6 EG7-9,HON CIVIC 91- EG3-6 EG7-9,"1AD5-6, 1A",5.000,1.00,506.94,506.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SR3-NB2,STEERING BOOT,HON CIVIC INTEGRA 92- ACCORD 90,PILOT ODDYSSEY HON CIVIC INTEGRA 92- ACCORD 90,"1AD5-6, 1A",31.000,1.00,785.00,340.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-ST0-013,STEERING BOOT,HON ACCORD 94-97 CRV 97-01 RD4,HON ACCORD 94-97 CRV 97-01 RD4,"1AD5-6, 1A",13.000,1.00,361.20,361.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-STO-013,STEERING BOOT,HON CIVIC 92- ACCORD 90-,HON CIVIC 92- ACCORD 90-,"1AD5-6, 1A",17.000,1.00,511.70,391.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53534-SV4-N01-K,STEERING BOOT,HON ACCORD CIVIC ODYSSEY TORNEO,CRV 88- HON ACCORD CIVIC ODYSSEY TORNEO,"1AD5-6, 1A",0.000,1.00,511.00,425.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53535-SR3-N62,STEERING BOOT,HON CIVIC 92- ACCORD 90- CRV 96,HON CIVIC 92- ACCORD 90- CRV 96,"1AD5-6, 1A",35.000,1.00,506.94,506.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53536-S9A-003,STEERING BOOT,HON CRV 2001- RD4 RD5,HON CRV 2001- RD4 RD5,"1AD5-6, 1A",20.000,1.00,387.00,387.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-S4X-000-K,TIE ROD END,HON ODYSSEY 00- RH,HON ODYSSEY 00- RH,"1L1, 1L2",0.000,1.00,3061.60,2445.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-S5A-003-K,TIE ROD END,HON CIVIC 2001 CRV R+L 2002 AIR,STREAM 2001- HON CIVIC 2001 CRV R+L,SHOP#1,0.000,0.00,939.54,939.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-S84-A01,TIE ROD END,HON INTEGRA CIVIC 88-99,CRV 96-2000 LH HON INTEGRA CIVIC 88-99,"1L1, 1L2",0.000,1.00,1935.00,1247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SAA-003-G,TIE ROD END,HON FIT 2001- ARIA JAZZ RH,HON FIT 2001- ARIA JAZZ RH,"1L1, 1L2",0.000,1.00,2666.00,2666.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SAA-003-J,TIE ROD END,HON FIT ARIA 2001-2004 JAZZ CIT,RH HON FIT ARIA 2001-2004 JAZZ CIT,"1L1, 1L2",9.000,1.00,2640.20,2107.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SAO-003,TIE ROD END,HON CIVIC 72-87 PRELUDE 79-87 A,(CEHO-1) HON CIVIC 72-87 PRELUDE 79-87 A,"1L1, 1L2",0.000,1.00,838.50,645.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SAO-004-J,TIE ROD END,HON ACCORD 72-89 CIVIC 72-87 PR,HON ACCORD 72-89 CIVIC 72-87 PR,"1L1, 1L2",0.000,1.00,2898.20,731.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SD4-003-J,TIE ROD END,HON ACURA LEGEND 86-90 RH,HON ACURA LEGEND 86-90 RH,"1L1, 1L2",2.000,1.00,2881.00,1887.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SDA-A01-J,TIE ROD END,HON ACCORD 2003- OUTER RH,HON ACCORD 2003- OUTER RH,"1L1, 1L2",2.000,1.00,3087.40,1716.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SEL-T01,TIE ROD END,HON FIT CITY 01- JAZZ 03- RH,HON,"1L1, 1L2",10.000,1.00,3870.00,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SF1-004,TIE ROD END,HON PRELUDE 88-91 FRT. OUTER E.,HON PRELUDE 88-91 FRT. OUTER E.,"1L1, 1L2",10.000,1.00,1806.00,765.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SFE-003-J,TIE ROD END,HON ODYSSEY RB1 03-08 RH,HON ODYSSEY RB1 03-08 RH,"1L1, 1L2",2.000,1.00,2967.00,2967.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SH3-003-J,TIE ROD END,HON CIVIC INTEGRA 88-99 CRV 96-,HON CIVIC INTEGRA 88-99 CRV 96-,"1L1, 1L2",2.000,1.00,2960.00,1681.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SH3-003-K,TIE ROD END,HON CIVIC INTEGRA 88-99 CRV 96-,HON CIVIC INTEGRA 88-99 CRV 96-,"1L1, 1L2",8.000,1.00,1711.40,1032.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SHB-003,TIE ROD END,HON,HON,"1L1, 1L2",1.000,1.00,1.01,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SHJ-A01-J,TIE ROD END,HON ODYSSEY OUTER RH/LH,2006-,"1L1, 1L2",8.000,0.00,3091.70,3091.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SHJ-A51-J,TIE ROD END,HON ODYSSEY RH/LH TOURING,OUTER 2005-,"1L1, 1L2",4.000,0.00,3329.92,3329.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SJC-A01-G,TIE ROD END,HON RIDGELINE 2005- RH/LH,HON RIDGELINE 2005- RH/LH,"1L1, 1L2",0.000,1.00,4429.00,2967.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SM4-003-J,TIE ROD END,HON ODYSSEY RH ACCORD 90-97,HON ODYSSEY RH ACCORD 90-97,"1L1, 1L2",5.000,1.00,3391.27,1716.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SM4-003-K,TIE ROD END,HON ACCORD 90-97 RH ODYSSEY,HON ACCORD 90-97 RH ODYSSEY,"1L1, 1L2",5.000,1.00,1621.10,1247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SNA-A01-K,TIE ROD END,HON CIVIC 2005- OUTER RH,HON CIVIC 2005- OUTER RH,"1L1, 1L2",0.000,1.00,2506.90,2175.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SO4-003-K,TIE ROD END,HON CIVIC INTEGRA  RH (SAME AS,HON CIVIC INTEGRA  RH (SAME AS,"1L1, 1L2",0.000,1.00,950.30,731.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SR3-003-J,TIE ROD END,HON CRV CIVIC 92- RH,HON CRV CIVIC 92- RH,"1L1, 1L2",2.000,1.00,2253.20,1544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SR3-003-K,TIE ROD END,HOIN CIVIC CRV 92- RH,HOIN CIVIC CRV 92- RH,"1L1, 1L2",0.000,1.00,1062.10,817.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SSO-004,TIE ROD END,HON PRELUDE 92-96 OUTER RH (ALL,90- INSPIRE HON PRELUDE 92-96 OUTER RH (ALL,"1L1, 1L2",7.000,1.00,1711.40,1092.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SV4-003-J,TIE ROD END,HON ACCORD 90-97 RH,HON ACCORD 90-97 RH,"1L1, 1L2",0.000,1.00,2399.40,1544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SV4-003-K,TIE ROD END,HON ACCORD 90-97 RH BAW,HON ACCORD 90-97 RH BAW,"1L1, 1L2",4.000,1.00,1621.10,1247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SWA-A01-J,TIE ROD END,HON CRV 2006- R/L,HON CRV 2006- R/L,"1L1, 1L2",2.000,1.00,2803.60,2305.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SX8-T01-J,TIE ROD END,HON CITY 96- OUTER L/R 2001- HR,HON CITY 96- OUTER L/R 2001- HR,"1L1, 1L2",9.000,1.00,2433.80,1554.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SX8-T01-K,TIE ROD END,HON CITY HRV 2001- R/L,HON CITY HRV 2001- R/L,"1L1, 1L2",4.000,1.00,1496.40,1150.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-SZW-003-K,TIE ROD END,HONDA STEP WGN 09-15,09-15,,5.000,0.00,1644.00,1644.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-TAO-A01-J,TIE ROD END,HON ACCORD 2008- RH,HON ACCORD 2008- RH,"1L1, 1L2",0.000,1.00,2618.70,2423.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53540-TF0-003-J,TIE ROD END,HON ODYSSEY 2003- RH,HON ODYSSEY 2003- RH,"1L1, 1L2",8.000,1.00,2406.90,2406.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53541-S5A-003-J,TIE ROD END,HON CIVIC 2001 CRV R+L 2002 AIR,STREAM 2001- HON CIVIC 2001 CRV R+L 2002 AIR,"1L1, 1L2",0.000,1.00,2532.52,1307.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53541-S7A-003-K,TIE ROD END,HON ELEMENT 2003-2007 RSX 2002-,INTEGRA DC5 2005- ACURA OUTER HON ELEMENT 2003-2007 RSX 2002,"1L1, 1L2",2.000,1.00,1513.60,1457.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-S4X-003-J,TIE ROD END,HON ODYSSEY 2000- LH,,,3.000,0.00,3379.80,3379.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-S4X-003-K,TIE ROD END,HON ODYSSEY 00- LH,HON ODYSSEY 00- LH,"1L1, 1L2",0.000,1.00,2445.24,2445.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-S84-A01,TIE ROD END,HON ACCORD 2001- LH,HON ACCORD 2001- LH,"1L1, 1L2",0.000,1.00,1935.00,1247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SAA-003-G,TIE ROD END,HON FIT 2001- ARIA JAZZ LEFT,HON FIT 2001- ARIA JAZZ LEFT,"1L1, 1L2",1.000,1.00,2666.00,2666.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SAA-003-J,TIE ROD END,HON FIT 2001-2004 JAZZ 2003- LE,HON FIT 2001-2004 JAZZ 2003- LE,"1L1, 1L2",10.000,1.00,2640.20,1049.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SD4-003-J,TIE ROD END,HON LEGEND 85- LH,HON LEGEND 85- LH,"1L1, 1L2",0.000,1.00,2881.00,2881.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SDA-A01-J,TIE ROD END,HON ACCORD 2003- LEFT OUTER,HON ACCORD 2003- LEFT OUTER,"1L1, 1L2",0.000,1.00,2666.00,1716.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SEL-T01,TIE ROD END,HON FIT CITY 01- JAZZ 03- LH,HON,"1L1, 1L2",11.000,1.00,3870.00,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SFE-003-J,TIE ROD END,HON ODYSSEY RB1 03-08 LH,HON ODYSSEY RB1 03-08 LH,"1L1, 1L2",4.000,1.00,2967.00,2967.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SH3-003-K,TIE ROD END,HON CIVIC INTEGRA 88-99 CRV 96-,HON CIVIC INTEGRA 88-99 CRV 96-,"1L1, 1L2",2.000,1.00,1711.40,942.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SH3-013-J,TIE ROD END,HON CIVIC 88-99 CRV 96- CIVIC 9,LH HON CIVIC 88-99 CRV 96- CIVIC 9,"1L1, 1L2",1.000,1.00,2960.00,1544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SM4-003-J,TIE ROD END,HON ACCORD ODYSSEY LH 90-97,HON ACCORD ODYSSEY LH 90-97,"1L1, 1L2",1.000,1.00,2833.70,1716.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SM4-003-K,TIE ROD END,HON ACCORD ODYSSEY 90-97 LH (BA,HON ACCORD ODYSSEY 90-97 LH (BA,"1L1, 1L2",1.000,1.00,1621.10,1247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SNA-A01-J,TIE ROD END,HON CIVIC 2005- LEFT,HON CIVIC 2005- LEFT,"1L1, 1L2",2.000,1.00,2506.90,2175.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SO4-003-K,TIE ROD END,HON CIVIC INTEGRA LH (SAME A,HON CIVIC INTEGRA LH (SAME AS S,"1L1, 1L2",0.000,1.00,950.30,731.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SR3-003-J,TIE ROD END,HON INTEGRA CIVIC 92- LH,HON INTEGRA CIVIC 92- LH,"1L1, 1L2",1.000,1.00,2253.20,1544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SR3-003-K,TIE ROD END,HON CIVIC CRV 92- LH (SO4),HON CIVIC CRV 92- LH (SO4),"1L1, 1L2",0.000,1.00,1062.10,817.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SS0-004,TIE ROD END,HON PRELUDE 92-96 OUTER LH (ALL,INSPIRE 90- HON PRELUDE 92-96 OUTER LH (ALL,"1L1, 1L2",4.000,1.00,1711.40,1092.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SV4-003-J,TIE ROD END,HON ACCORD 90-97 LH,HON ACCORD 90-97 LH,"1L1, 1L2",0.000,1.00,2399.40,1544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SV4-013,TIE ROD END,HON ACCORD 90-97 RHD LH,HON ACCORD 90-97 RHD LH,"1L1, 1L2",4.000,1.00,1621.10,1247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-SZW-003,TIE ROD END LH HONDA STEP WGN,,09-15,,4.000,0.00,1644.00,1644.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-TAO-A01-J,TIE ROD END,HON ACCORD 2008- LH,HON ACCORD 2008- LH,"1L1, 1L2",2.000,1.00,2618.70,2423.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53560-TF0-003-J,TIE ROD END,HON ODYSSEY 2003- LH,HON ODYSSEY 2003- LH,"1L1, 1L2",3.000,1.00,2406.90,2406.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53601-SJC-A02-G,RACK AND PINION,HON RIDGELINE 2005-,HON RIDGELINE 2005-,SHOP#6,0.000,1.00,113520.00,59770.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53610-SNB-J01-J,RACK END,HON CIVIC 2005- FD1 FD3 RHD JAP,HON CIVIC 2005- FD1 FD3 RHD JAP,"1F3, 1F4",7.000,1.00,3242.42,2999.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
